OBJECTID,BOUNDARY,LEGEND,DATA_SRC,Shape__Length
2314,Shoreline,Shoreline,CT,557.656931183425
2315,Shoreline,Shoreline,CT,2288.84831595324
2316,Shoreline,Shoreline,CT,897.769443661857
2317,Shoreline,Shoreline,CT,31369.5127604961
2318,Shoreline,Shoreline,CT,178.690662748628
2319,Shoreline,Shoreline,CT,107.267119256051
2320,Shoreline,Shoreline,CT,417.805960701874
2321,Shoreline,Shoreline,CT,1812.36735042566
2322,Shoreline,Shoreline,CT,9283.11520093072
2323,Shoreline,Shoreline,CT,137.244337703694
2324,Shoreline,Shoreline,CT,175.678467113581
2325,Shoreline,Shoreline,CT,120.220391311341
2326,Shoreline,Shoreline,CT,205.472472780662
2327,Shoreline,Shoreline,CT,188.23496131231
2328,Shoreline,Shoreline,CT,285.717167615683
2329,Shoreline,Shoreline,CT,293.484359142021
2330,Shoreline,Shoreline,CT,1118.1269815034
2331,Shoreline,Shoreline,CT,613.955741087162
2332,Shoreline,Shoreline,CT,177.46096816799
2333,Shoreline,Shoreline,CT,17434.4196828035
2334,Shoreline,Shoreline,CT,977.803114801572
2335,Shoreline,Shoreline,CT,42677.1962781552
2336,Shoreline,Shoreline,CT,200.294395384127
2337,Shoreline,Shoreline,CT,321.929100452756
2338,Shoreline,Shoreline,CT,29239.5494319688
2339,Shoreline,Shoreline,CT,281.129840811467
2340,Shoreline,Shoreline,CT,32910.938598003
2341,Shoreline,Shoreline,CT,9255.70447332997
2342,Shoreline,Shoreline,CT,690.066642669489
2343,Shoreline,Shoreline,CT,239.431403406834
2344,Shoreline,Shoreline,CT,4695.84258763241
2345,Shoreline,Shoreline,CT,409.480078661582
2346,Shoreline,Shoreline,CT,45237.7032147406
2347,Shoreline,Shoreline,CT,651.334119126894
2348,Shoreline,Shoreline,CT,93.2072438576238
2349,Shoreline,Shoreline,CT,1379.26478797517
2350,Shoreline,Shoreline,CT,2256.36517103939
2351,Shoreline,Shoreline,CT,35441.9968671389
2352,Shoreline,Shoreline,CT,36620.8826698867
2353,Shoreline,Shoreline,CT,167.024915043634
2354,Shoreline,Shoreline,CT,193.854302923147
2355,Shoreline,Shoreline,CT,6990.12291096662
2356,Shoreline,Shoreline,CT,128.004722217115
2357,Shoreline,Shoreline,CT,36536.6957413711
2358,Shoreline,Shoreline,CT,1386.33307724535
2359,Shoreline,Shoreline,CT,408.703463499275
2360,Shoreline,Shoreline,CT,268.412339185612
2361,Shoreline,Shoreline,CT,32646.7748097666
2362,Shoreline,Shoreline,CT,559.006587926447
2363,Shoreline,Shoreline,CT,1654.30857315505
2364,Shoreline,Shoreline,CT,573.964317810651
2365,Shoreline,Shoreline,CT,323.662832288653
2366,Shoreline,Shoreline,CT,743.770939409429
2367,Shoreline,Shoreline,CT,202.144556323515
2368,Shoreline,Shoreline,CT,251.10228156334
2369,Shoreline,Shoreline,CT,343.746218592587
2370,Shoreline,Shoreline,CT,15063.6454121883
2371,Shoreline,Shoreline,CT,28368.5324363599
2372,Shoreline,Shoreline,CT,14684.6728725727
2373,Shoreline,Shoreline,CT,6118.6498120801
2374,Shoreline,Shoreline,CT,109.607557152507
2375,Shoreline,Shoreline,CT,106.647029486072
2376,Shoreline,Shoreline,CT,127.954312960665
2377,Shoreline,Shoreline,CT,98.6315910564401
2378,Shoreline,Shoreline,CT,102.142055672405
2379,Shoreline,Shoreline,CT,85.5459526701414
2380,Shoreline,Shoreline,CT,117.432312902413
2381,Shoreline,Shoreline,CT,100.461514931987
2382,Shoreline,Shoreline,CT,126.834732712363
2383,Shoreline,Shoreline,CT,131.35091147399
2384,Shoreline,Shoreline,CT,205.448301684827
2385,Shoreline,Shoreline,CT,268.252253569682
2386,Shoreline,Shoreline,CT,706.786803446609
2387,Shoreline,Shoreline,CT,778.494294930893
2388,Shoreline,Shoreline,CT,129.578108325998
2389,Shoreline,Shoreline,CT,1281.36418805212
2390,Shoreline,Shoreline,CT,473.355274287822
2391,Shoreline,Shoreline,CT,103.308860797702
2392,Shoreline,Shoreline,CT,19454.5155377342
2393,Shoreline,Shoreline,CT,98.0710419085315
2394,Shoreline,Shoreline,CT,153.399446134445
2395,Shoreline,Shoreline,CT,132.412821577424
2396,Shoreline,Shoreline,CT,199.360409132039
2397,Shoreline,Shoreline,CT,184.537526017502
2398,Shoreline,Shoreline,CT,2452.48983994607
2399,Shoreline,Shoreline,CT,254.155677951209
2400,Shoreline,Shoreline,CT,185.551484899566
2401,Shoreline,Shoreline,CT,196.233087254281
2402,Shoreline,Shoreline,CT,386.135913315298
2403,Shoreline,Shoreline,CT,31697.1276096713
2404,Shoreline,Shoreline,CT,289.183576294205
2405,Shoreline,Shoreline,CT,146.918139203563
2406,Shoreline,Shoreline,CT,335.792878445278
2407,Shoreline,Shoreline,CT,274.256903847085
2408,Shoreline,Shoreline,CT,141.658973370179
2409,Shoreline,Shoreline,CT,197.186863063612
2410,Shoreline,Shoreline,CT,43795.6147893571
2411,Shoreline,Shoreline,CT,170.332589465107
2412,Shoreline,Shoreline,CT,272.924891101743
2413,Shoreline,Shoreline,CT,39146.8377664173
2414,Shoreline,Shoreline,CT,947.306899251322
2415,Shoreline,Shoreline,CT,164.336124773211
2416,Shoreline,Shoreline,CT,155.848258721786
2417,Shoreline,Shoreline,CT,837.005093317321
2418,Shoreline,Shoreline,CT,591.605956154607
2419,Shoreline,Shoreline,CT,167.438656790672
2420,Shoreline,Shoreline,CT,181.233513599749
2421,Shoreline,Shoreline,CT,18816.9328757812
2422,Shoreline,Shoreline,CT,9243.73834567517
2423,Shoreline,Shoreline,CT,410.449845420567
2424,Shoreline,Shoreline,CT,173.522085186796
2425,Shoreline,Shoreline,CT,104.404590534297
2426,Shoreline,Shoreline,CT,131.266094631061
2427,Shoreline,Shoreline,CT,397.357387621135
2428,Shoreline,Shoreline,CT,115.682523731919
2429,Shoreline,Shoreline,CT,109.754568066565
2430,Shoreline,Shoreline,CT,1194.80727267568
2431,Shoreline,Shoreline,CT,712.009699942069
2432,Shoreline,Shoreline,CT,102.70622151061
2433,Shoreline,Shoreline,CT,96.0391837436333
2434,Shoreline,Shoreline,CT,136.974933337226
2435,Shoreline,Shoreline,CT,110.271454044636
2436,Shoreline,Shoreline,CT,83.6265669977973
2437,Shoreline,Shoreline,CT,101.208917701774
2438,Shoreline,Shoreline,CT,158.142579586384
2439,Shoreline,Shoreline,CT,539.117280310577
2440,Shoreline,Shoreline,CT,15219.9631116629
2441,Shoreline,Shoreline,CT,668.817955814316
2442,Shoreline,Shoreline,CT,200.3369661197
2443,Shoreline,Shoreline,CT,169.10343617492
2444,Shoreline,Shoreline,CT,218.392156629328
2445,Shoreline,Shoreline,CT,818.185927476724
2446,Shoreline,Shoreline,CT,145.095911360463
2447,Shoreline,Shoreline,CT,909.109240317044
2448,Shoreline,Shoreline,CT,145.536591156936
2449,Shoreline,Shoreline,CT,12597.8126233609
2450,Shoreline,Shoreline,CT,28160.4396336929
2451,Shoreline,Shoreline,CT,392.371361814544
2452,Shoreline,Shoreline,CT,2369.09254517657
2453,Shoreline,Shoreline,CT,109.410025026261
2454,Shoreline,Shoreline,CT,125.326875875718
2455,Shoreline,Shoreline,CT,161.158381834266
2456,Shoreline,Shoreline,CT,214.792480677088
2457,Shoreline,Shoreline,CT,483.352750354367
2458,Shoreline,Shoreline,CT,313.941216785954
2459,Shoreline,Shoreline,CT,279.621642101419
2460,Shoreline,Shoreline,CT,177.971180521709
2461,Shoreline,Shoreline,CT,408.315123355064
2462,Shoreline,Shoreline,CT,4440.25944455851
2463,Shoreline,Shoreline,CT,154.040554558113
2464,Shoreline,Shoreline,CT,204.925757226857
2465,Shoreline,Shoreline,CT,156.485595119119
2466,Shoreline,Shoreline,CT,922.106840601671
2467,Shoreline,Shoreline,CT,220.60693610557
2468,Shoreline,Shoreline,CT,402.896619348134
2469,Shoreline,Shoreline,CT,233.573138667006
2470,Shoreline,Shoreline,CT,760.195796959855
2471,Shoreline,Shoreline,CT,171.378192164821
2472,Shoreline,Shoreline,CT,366.094578533928
2473,Shoreline,Shoreline,CT,223.908881233679
2474,Shoreline,Shoreline,CT,181.958668440247
2475,Shoreline,Shoreline,CT,164.966119823003
2476,Shoreline,Shoreline,CT,144.658164940959
2477,Shoreline,Shoreline,CT,30422.5174190996
2478,Shoreline,Shoreline,CT,25716.8045577687
2479,Shoreline,Shoreline,CT,142.604819505201
2480,Shoreline,Shoreline,CT,2068.94304415507
2481,Shoreline,Shoreline,CT,196.864407745206
2482,Shoreline,Shoreline,CT,1673.70709621946
2483,Shoreline,Shoreline,CT,150.93286276658
2484,Shoreline,Shoreline,CT,43518.4050831469
2485,Shoreline,Shoreline,CT,258.772949438108
2486,Shoreline,Shoreline,CT,302.566765913697
2487,Shoreline,Shoreline,CT,315.041473889922
2488,Shoreline,Shoreline,CT,258.028716295935
2489,Shoreline,Shoreline,CT,200.318414307243
2490,Shoreline,Shoreline,CT,239.102603176625
2491,Shoreline,Shoreline,CT,292.634557994154
2492,Shoreline,Shoreline,CT,1490.32529093054
2493,Shoreline,Shoreline,CT,149.54062322947
2494,Shoreline,Shoreline,CT,121.005845652081
2495,Shoreline,Shoreline,CT,174.712836879246
2496,Shoreline,Shoreline,CT,328.417716048058
2497,Shoreline,Shoreline,CT,452.861648033472
2498,Shoreline,Shoreline,CT,146.619298746477
2499,Shoreline,Shoreline,CT,140.130823677536
2500,Shoreline,Shoreline,CT,145.365049482608
2501,Shoreline,Shoreline,CT,167.877226639523
2502,Shoreline,Shoreline,CT,154.082292163727
2503,Shoreline,Shoreline,CT,176.685556365017
2504,Shoreline,Shoreline,CT,179.940192383599
2505,Shoreline,Shoreline,CT,142.352768635538
2506,Shoreline,Shoreline,CT,113.200192406522
2507,Shoreline,Shoreline,CT,341.575276029992
2508,Shoreline,Shoreline,CT,263.429763068263
2509,Shoreline,Shoreline,CT,1440.02067850753
2510,Shoreline,Shoreline,CT,10208.8964843137
2511,Shoreline,Shoreline,CT,170.497317671663
2512,Shoreline,Shoreline,CT,278.734794487163
2513,Shoreline,Shoreline,CT,107.271925250407
2514,Shoreline,Shoreline,CT,127.812713092251
2515,Shoreline,Shoreline,CT,120.746206361155
2516,Shoreline,Shoreline,CT,25866.1774680502
2517,Shoreline,Shoreline,CT,2666.46955387275
2518,Shoreline,Shoreline,CT,149.472631245945
2519,Shoreline,Shoreline,CT,26547.5897821731
2520,Shoreline,Shoreline,CT,27903.1626564619
2521,Shoreline,Shoreline,CT,100.651201680579
2522,Shoreline,Shoreline,CT,127.258196384959
2523,Shoreline,Shoreline,CT,380.303255775466
2524,Shoreline,Shoreline,CT,79.2807877867161
2525,Shoreline,Shoreline,CT,125.488789018334
2526,Shoreline,Shoreline,CT,674.88475703956
2527,Shoreline,Shoreline,CT,162.512112921267
2528,Shoreline,Shoreline,CT,674.437802766443
2529,Shoreline,Shoreline,CT,188.137361248874
2530,Shoreline,Shoreline,CT,4342.52165388659
2531,Shoreline,Shoreline,CT,8820.71809036349
2532,Shoreline,Shoreline,CT,631.35519420089
2533,Shoreline,Shoreline,CT,440.06380323244
2534,Shoreline,Shoreline,CT,1825.31767505391
2535,Shoreline,Shoreline,CT,161.791834272749
2536,Shoreline,Shoreline,CT,131.318816529433
2537,Shoreline,Shoreline,CT,3439.92510299932
2538,Shoreline,Shoreline,CT,55081.4432394851
2539,Shoreline,Shoreline,CT,205.841559146327
2540,Shoreline,Shoreline,CT,177.903469189546
2541,Shoreline,Shoreline,CT,287.121581821635
2542,Shoreline,Shoreline,CT,1311.81553647276
2543,Shoreline,Shoreline,CT,269.24753413837
2544,Shoreline,Shoreline,CT,325.120846006703
2545,Shoreline,Shoreline,CT,277.839647213854
2546,Shoreline,Shoreline,CT,901.71552464693
2547,Shoreline,Shoreline,CT,131.79828858898
2548,Shoreline,Shoreline,CT,31235.0693750035
2549,Shoreline,Shoreline,CT,338.329254202442
2550,Shoreline,Shoreline,CT,1041.13727125987
2551,Shoreline,Shoreline,CT,513.203429306917
2552,Shoreline,Shoreline,CT,29354.0713691981
2553,Shoreline,Shoreline,CT,32367.7142780296
2554,Shoreline,Shoreline,CT,3215.11060507658
2555,Shoreline,Shoreline,CT,235.123095901699
2556,Shoreline,Shoreline,CT,211.312766640858
2557,Shoreline,Shoreline,CT,20217.9444841933
2558,Shoreline,Shoreline,CT,2241.61723578307
2559,Shoreline,Shoreline,CT,236.67514913834
2560,Shoreline,Shoreline,CT,29240.5063156329
2561,Shoreline,Shoreline,CT,105.511939413319
2562,Shoreline,Shoreline,CT,220.2060288954
2563,Shoreline,Shoreline,CT,468.009326889399
2564,Shoreline,Shoreline,CT,16175.0202045972
2565,Shoreline,Shoreline,CT,509.332929728079
2566,Shoreline,Shoreline,CT,20796.9592817863
2567,Shoreline,Shoreline,CT,2842.26709773172
2568,Shoreline,Shoreline,CT,1149.64161191961
2569,Shoreline,Shoreline,CT,896.303153945812
2570,Shoreline,Shoreline,NY,1435.9025559313
2571,Shoreline,Shoreline,RI,919.792505102794
2572,Shoreline,Shoreline,CT,383.419430903844
2573,Shoreline,Shoreline,CT,39199.3935853176
2574,Shoreline,Shoreline,NY,5622.20017958428
2575,Shoreline,Shoreline,CT,145.986350946631
2576,Shoreline,Shoreline,RI,26188.8150841882
2577,Shoreline,Shoreline,CT,136.69919979427
2578,Shoreline,Shoreline,CT,1011.86365469907
2579,Shoreline,Shoreline,RI,14140.9069753709
2580,Shoreline,Shoreline,CT,812.899397597649
2581,Shoreline,Shoreline,CT,1581.21303090852
2582,Shoreline,Shoreline,CT,368.414327668649
2583,Shoreline,Shoreline,CT,415.294230245163
2584,Shoreline,Shoreline,CT,479.638730582895
2585,Shoreline,Shoreline,CT,3163.93468357038
2586,Shoreline,Shoreline,CT,200.222793067484
2587,Shoreline,Shoreline,CT,220.631474138609
2588,Shoreline,Shoreline,CT,140.052227345357
2589,Shoreline,Shoreline,CT,248.563656248913
2590,Shoreline,Shoreline,CT,249.403036191146
2591,Shoreline,Shoreline,CT,149.779341262205
2592,Shoreline,Shoreline,CT,248.486239915688
2593,Shoreline,Shoreline,RI,290.974918832235
2594,Shoreline,Shoreline,CT,1312.31376132575
2595,Shoreline,Shoreline,CT,616.607844150836
2596,Shoreline,Shoreline,CT,219.950170842208
2597,Shoreline,Shoreline,CT,997.953586854451
2598,Shoreline,Shoreline,CT,391.013079567336
2599,Shoreline,Shoreline,RI,11442.2400440024
2600,Shoreline,Shoreline,RI,13922.9827191778
2601,Shoreline,Shoreline,RI,10804.0742335732
2602,Shoreline,Shoreline,CT,366.638311198353
2603,Shoreline,Shoreline,CT,18897.2208692372
2604,Shoreline,Shoreline,CT,1331.86127544466
2605,Shoreline,Shoreline,CT,691.344886728397
2606,Shoreline,Shoreline,CT,1873.39633363262
2607,Shoreline,Shoreline,CT,33224.4832273749
2608,Shoreline,Shoreline,CT,378.506659937584
2609,Shoreline,Shoreline,CT,1622.45512043669
2610,Shoreline,Shoreline,CT,16428.8869372181
2611,Shoreline,Shoreline,CT,1852.71082267628
2612,Shoreline,Shoreline,CT,1801.02880997859
2613,Shoreline,Shoreline,CT,379.291057435367
2614,Shoreline,Shoreline,CT,552.502371454359
2615,Shoreline,Shoreline,CT,807.742849623146
2616,Shoreline,Shoreline,CT,957.443664086203
2617,Shoreline,Shoreline,CT,779.719346446096
2618,Shoreline,Shoreline,CT,257.367962670124
2619,Shoreline,Shoreline,CT,422.028885321367
2620,Shoreline,Shoreline,CT,356.788434053361
2621,Shoreline,Shoreline,CT,371.059754051745
2622,Shoreline,Shoreline,CT,2807.87394468138
2623,Shoreline,Shoreline,CT,249.66985290269
2624,Shoreline,Shoreline,CT,1144.55694934274
2625,Shoreline,Shoreline,CT,496.576450275461
2626,Shoreline,Shoreline,CT,4008.71574525403
2627,Shoreline,Shoreline,CT,22914.3482131297
2628,Shoreline,Shoreline,CT,1462.46667242077
2629,Shoreline,Shoreline,CT,80.350473522784
2630,Shoreline,Shoreline,CT,2413.92921173989
2631,Shoreline,Shoreline,CT,41065.3478381008
2632,Shoreline,Shoreline,CT,23033.1982826904
2633,Shoreline,Shoreline,CT,1637.92777984038
2634,Shoreline,Shoreline,RI,25821.8630135057
2635,Shoreline,Shoreline,CT,3741.30923300556
2636,Shoreline,Shoreline,NY,39121.7250755531
2637,Shoreline,Shoreline,CT,1489.58620107402
2638,Shoreline,Shoreline,RI,26194.440020172
2639,Shoreline,Shoreline,CT,1064.60930586426
2640,Shoreline,Shoreline,CT,395.316339542941
2641,Shoreline,Shoreline,CT,112.167670864546
2642,Shoreline,Shoreline,CT,133.562576189904
2643,Shoreline,Shoreline,CT,199.89546921939
2644,Shoreline,Shoreline,CT,181.161033052507
2645,Shoreline,Shoreline,CT,2937.23566588896
2646,Shoreline,Shoreline,CT,236.101435215546
2647,Shoreline,Shoreline,CT,527.328437362678
2648,Shoreline,Shoreline,CT,142.939298215981
2649,Shoreline,Shoreline,CT,321.30955209562
2650,Shoreline,Shoreline,CT,166.890492071861
2651,Shoreline,Shoreline,CT,6660.82148932085
2652,Shoreline,Shoreline,CT,1805.10615368903
2653,Shoreline,Shoreline,CT,720.623594053713
2654,Shoreline,Shoreline,CT,10948.4232603678
2655,Shoreline,Shoreline,CT,360.395965310428
2656,Shoreline,Shoreline,CT,995.053802922994
2657,Shoreline,Shoreline,CT,2262.09840554497
2658,Shoreline,Shoreline,CT,23541.2489279897
2659,Shoreline,Shoreline,CT,380.350934971605
2660,Shoreline,Shoreline,CT,16317.6197568572
2661,Shoreline,Shoreline,CT,2125.95475673038
2662,Shoreline,Shoreline,CT,9663.68629045196
2663,Shoreline,Shoreline,CT,23535.662799025
2664,Shoreline,Shoreline,CT,2991.02200585328
2665,Shoreline,Shoreline,RI,25297.6375251859
2666,Shoreline,Shoreline,CT,1389.60912194138
2667,Shoreline,Shoreline,CT,25654.8793598179
2668,Shoreline,Shoreline,CT,343.987542927311
2669,Shoreline,Shoreline,CT,38717.9580438011
2670,Shoreline,Shoreline,CT,1232.23179500854
2671,Shoreline,Shoreline,CT,273.427629094601
2672,Shoreline,Shoreline,CT,857.58155654574
2673,Shoreline,Shoreline,CT,2063.1735065173
2674,Shoreline,Shoreline,CT,22202.9035203191
2675,Shoreline,Shoreline,CT,16421.1601600465
2676,Shoreline,Shoreline,CT,59631.921400055
2677,Shoreline,Shoreline,NY,11564.7248163788
2678,Shoreline,Shoreline,CT,217.443190677829
2679,Shoreline,Shoreline,CT,49.4977954150908
2680,Shoreline,Shoreline,CT,16776.1350636954
2681,Shoreline,Shoreline,CT,425.767109379412
2682,Shoreline,Shoreline,CT,25815.3026299012
2683,Shoreline,Shoreline,CT,109.75931585667
2684,Shoreline,Shoreline,CT,91.3392782232439
2685,Shoreline,Shoreline,CT,100.571113653582
2686,Shoreline,Shoreline,CT,162.912574223466
2687,Shoreline,Shoreline,CT,110.695794809708
2688,Shoreline,Shoreline,CT,93.2068643647462
2689,Shoreline,Shoreline,CT,112.171642124553
2690,Shoreline,Shoreline,CT,138.9746323498
2691,Shoreline,Shoreline,CT,101.157003568193
2692,Shoreline,Shoreline,CT,115.936059519894
2693,Shoreline,Shoreline,CT,111.737812307364
2694,Shoreline,Shoreline,CT,182.462852755793
2695,Shoreline,Shoreline,CT,162.364006057987
2696,Shoreline,Shoreline,CT,38316.5623501622
2697,Shoreline,Shoreline,CT,297.201575952358
2698,Shoreline,Shoreline,CT,595.758657505124
2699,Shoreline,Shoreline,CT,260.674744887556
2700,Shoreline,Shoreline,CT,193.29149257187
2701,Shoreline,Shoreline,CT,367.296008617747
2702,Shoreline,Shoreline,CT,460.231552853615
2703,Shoreline,Shoreline,CT,158.134763130449
2704,Shoreline,Shoreline,CT,153.551367505509
2705,Shoreline,Shoreline,CT,303.737036946081
2706,Shoreline,Shoreline,CT,284.9457396207
2707,Shoreline,Shoreline,CT,255.144850573948
2708,Shoreline,Shoreline,CT,69.681515343041
2709,Shoreline,Shoreline,CT,104.357663729961
2710,Shoreline,Shoreline,CT,133.446764174104
2711,Shoreline,Shoreline,CT,1277.02289013612
2712,Shoreline,Shoreline,CT,92.9780768534356
2713,Shoreline,Shoreline,CT,86.7291928518621
2714,Shoreline,Shoreline,CT,81.0210252840173
2715,Shoreline,Shoreline,CT,107.375143911371
2716,Shoreline,Shoreline,CT,168.665585101998
2717,Shoreline,Shoreline,CT,102.206700098091
2718,Shoreline,Shoreline,CT,736.718488257606
2719,Shoreline,Shoreline,CT,113.859560106067
2720,Shoreline,Shoreline,CT,89.6518786769676
2721,Shoreline,Shoreline,CT,84.8147065672282
2722,Shoreline,Shoreline,CT,120.877522340012
2723,Shoreline,Shoreline,CT,108.220734175704
2724,Shoreline,Shoreline,NY,71472.4746723137
2725,Shoreline,Shoreline,CT,156.546435858846
2726,Shoreline,Shoreline,CT,29506.5574726529
2727,Shoreline,Shoreline,CT,129.486136537012
2728,Shoreline,Shoreline,CT,266.42060810297
2729,Shoreline,Shoreline,CT,661.755279743003
2730,Shoreline,Shoreline,CT,122.450340190713
2731,Shoreline,Shoreline,CT,229.556198538178
2732,Shoreline,Shoreline,CT,473.521608581444
2733,Shoreline,Shoreline,CT,113.079918119678
2734,Shoreline,Shoreline,CT,124.974351672628
2735,Shoreline,Shoreline,CT,121.451634887007
2736,Shoreline,Shoreline,CT,664.023014662211
2737,Shoreline,Shoreline,NY,50935.5988970855
2738,Shoreline,Shoreline,CT,38310.9168064178
2739,Shoreline,Shoreline,CT,299.903690992079
2740,Shoreline,Shoreline,CT,534.269126877017
2741,Shoreline,Shoreline,CT,474.3236903023
2742,Shoreline,Shoreline,CT,796.067577273278
2743,Shoreline,Shoreline,CT,1854.90694851755
2744,Shoreline,Shoreline,CT,319.634861020855
2745,Shoreline,Shoreline,CT,88.8026861901884
2746,Shoreline,Shoreline,CT,150.668085332972
2747,Shoreline,Shoreline,CT,312.132054153741
2748,Shoreline,Shoreline,CT,164.026859016676
2749,Shoreline,Shoreline,CT,424.955837298279
2750,Shoreline,Shoreline,CT,40534.1340274286
2751,Shoreline,Shoreline,CT,395.09128784617
2752,Shoreline,Shoreline,CT,6260.17584072627
2753,Shoreline,Shoreline,CT,3488.66848690828
2754,Shoreline,Shoreline,NY,21048.5813599695
2755,Shoreline,Shoreline,CT,17121.9027754658
2756,Shoreline,Shoreline,CT,2332.89090211275
2757,Shoreline,Shoreline,NY,6975.78627620279
2758,Shoreline,Shoreline,CT,849.565391222526
2759,Shoreline,Shoreline,CT,1166.92082178785
2760,Shoreline,Shoreline,CT,1303.13076766784
2761,Shoreline,Shoreline,CT,1101.0076013679
2762,Shoreline,Shoreline,CT,16369.2611161541
2763,Shoreline,Shoreline,CT,765.410303213015
2764,Shoreline,Shoreline,CT,1816.66860644976
2765,Shoreline,Shoreline,CT,663.712380052813
2766,Shoreline,Shoreline,CT,46991.6526480027
2767,Shoreline,Shoreline,CT,1577.34184714859
2768,Shoreline,Shoreline,CT,4003.60790692134
2769,Shoreline,Shoreline,CT,259.6354769549
2770,Shoreline,Shoreline,CT,2299.95210879607
2771,Shoreline,Shoreline,CT,664.046120931077
2772,Shoreline,Shoreline,CT,1616.2750130528
2773,Shoreline,Shoreline,CT,412.353123221269
2774,Shoreline,Shoreline,NY,67240.6785695359
2775,Shoreline,Shoreline,CT,253.443690663492
2776,Shoreline,Shoreline,CT,475.781639395849
2777,Shoreline,Shoreline,CT,6790.65973246345
2778,Shoreline,Shoreline,CT,507.452688480966
2779,Shoreline,Shoreline,CT,564.005868574415
2780,Shoreline,Shoreline,CT,32371.5089529803
2781,Shoreline,Shoreline,CT,237.542164984363
2782,Shoreline,Shoreline,CT,2390.49133962827
2783,Shoreline,Shoreline,CT,355.601840526248
2784,Shoreline,Shoreline,CT,314.156984665385
2785,Shoreline,Shoreline,CT,228.494685035973
2786,Shoreline,Shoreline,CT,381.824999490976
2787,Shoreline,Shoreline,CT,5240.31483237543
2788,Shoreline,Shoreline,CT,141.923082961293
2789,Shoreline,Shoreline,CT,535.633345768332
2790,Shoreline,Shoreline,CT,510.743363263758
2791,Shoreline,Shoreline,CT,448.339311334801
2792,Shoreline,Shoreline,CT,1068.6471759488
2793,Shoreline,Shoreline,CT,247.527733911584
2794,Shoreline,Shoreline,CT,242.950261770773
2795,Shoreline,Shoreline,CT,413.488336869554
2796,Shoreline,Shoreline,CT,22971.5218860208
2797,Shoreline,Shoreline,CT,937.96525551314
2798,Shoreline,Shoreline,CT,554.215801372591
2799,Shoreline,Shoreline,CT,268.353637656805
2800,Shoreline,Shoreline,CT,929.971559816758
2801,Shoreline,Shoreline,CT,30324.1321758281
2802,Shoreline,Shoreline,CT,23198.9575304151
2803,Shoreline,Shoreline,CT,225.78767364769
2804,Shoreline,Shoreline,CT,104.436200342154
2805,Shoreline,Shoreline,CT,141.340604475235
2806,Shoreline,Shoreline,CT,1394.55318004202
2807,Shoreline,Shoreline,CT,1875.81773604826
2808,Shoreline,Shoreline,CT,333.990669921898
2809,Shoreline,Shoreline,CT,276.292027877852
2810,Shoreline,Shoreline,CT,823.951694960894
2811,Shoreline,Shoreline,NY,41255.6852076489
2812,Shoreline,Shoreline,CT,794.712834142069
2813,Shoreline,Shoreline,NY,83161.7817601794
2814,Shoreline,Shoreline,CT,28068.6724382491
2815,Shoreline,Shoreline,CT,126.400287213086
2816,Shoreline,Shoreline,NY,54347.112947937
2817,Shoreline,Shoreline,NY,92782.5149092113
2818,Shoreline,Shoreline,CT,10039.2289989219
2819,Shoreline,Shoreline,CT,135.488568205385
2820,Shoreline,Shoreline,CT,127.9588095236
2821,Shoreline,Shoreline,CT,32683.3848049261
2822,Shoreline,Shoreline,NY,57905.7940505569
2823,Shoreline,Shoreline,CT,188.74715014705
2824,Shoreline,Shoreline,CT,136.316172363584
2825,Shoreline,Shoreline,CT,2165.81789048594
2826,Shoreline,Shoreline,CT,240.867174780281
2827,Shoreline,Shoreline,CT,37941.8906689475
2828,Shoreline,Shoreline,CT,116.447203780465
2829,Shoreline,Shoreline,CT,127.80848013391
2830,Shoreline,Shoreline,CT,412.779746083634
2831,Shoreline,Shoreline,CT,101.597775983429
2832,Shoreline,Shoreline,CT,1706.31719629358
2833,Shoreline,Shoreline,CT,107.252102275279
2834,Shoreline,Shoreline,CT,570.83027915117
2835,Shoreline,Shoreline,CT,158.758923829616
2836,Shoreline,Shoreline,CT,841.384757135502
2837,Shoreline,Shoreline,CT,110.756312276954
2838,Shoreline,Shoreline,CT,128.856816325862
2839,Shoreline,Shoreline,CT,13060.5594303389
2840,Shoreline,Shoreline,CT,86.2764784695084
2841,Shoreline,Shoreline,CT,96.2172335766296
2842,Shoreline,Shoreline,CT,1830.27454711048
2843,Shoreline,Shoreline,NY,9378.37406017446
2844,Shoreline,Shoreline,CT,115.55904936378
2845,Shoreline,Shoreline,CT,112.393842638869
2846,Shoreline,Shoreline,CT,113.565688263338
2847,Shoreline,Shoreline,CT,140.381335026661
2848,Shoreline,Shoreline,CT,112.962304585144
2849,Shoreline,Shoreline,CT,119.953051496378
2850,Shoreline,Shoreline,CT,136.064696079817
2851,Shoreline,Shoreline,NY,19327.5276707377
2852,Shoreline,Shoreline,CT,101.097426098313
2853,Shoreline,Shoreline,CT,484.898089260539
2854,Shoreline,Shoreline,CT,132.097383365816
2855,Shoreline,Shoreline,CT,354.092866175815
2856,Shoreline,Shoreline,CT,107.182842138553
2857,Shoreline,Shoreline,CT,261.857699405203
2858,Shoreline,Shoreline,CT,121.774795240159
2859,Shoreline,Shoreline,CT,194.518671843073
2860,Shoreline,Shoreline,CT,90.9958546959694
2861,Shoreline,Shoreline,CT,91.9112108575503
2862,Shoreline,Shoreline,CT,162.355180825458
2863,Shoreline,Shoreline,CT,99.5519635235304
